employee_id,department,role,monthly_income,years_at_company,job_satisfaction,overtime,attrition_risk,performance_rating,education
1463,Finanzas,CFO Adjunto,10483,18,4,No,Bajo,4,Doctorado
1464,TI,Cloud Architect,5745,12,4,No,Bajo,3,Licenciatura
1465,TI,Network Engineer,6769,7,5,No,Bajo,3,Maestría
1466,Soporte,Escalation Engineer,5167,19,3,No,Bajo,5,Licenciatura
1467,Finanzas,Cost Accountant,11000,20,4,No,Bajo,2,Doctorado
1468,Finanzas,Budget Analyst,8685,19,5,Sí,Medio,5,Maestría
1469,Operations,Operations Manager,4732,16,5,Sí,Medio,3,Licenciatura
1470,RRHH,Training Manager,3741,4,3,Sí,Medio,4,Licenciatura
1471,Soporte,Líder de Soporte,6741,9,3,Sí,Medio,4,Doctorado
1472,Soporte,Help Desk Analyst,8268,19,4,No,Bajo,5,Doctorado
1473,TI,Security Analyst,8446,2,2,Sí,Alto,3,Doctorado
1474,RRHH,Employee Relations Manager,4732,20,4,Sí,Medio,3,Secundaria
1475,Ingeniería,QA Engineer,5263,12,4,Sí,Medio,4,Licenciatura
1476,Investigación,Científico de Datos,4828,3,4,Sí,Medio,3,Licenciatura
1477,Operations,Supervisor de Operaciones,4419,1,5,Sí,Medio,5,Maestría
1478,Finanzas,Financial Analyst,6071,5,2,No,Medio,4,Maestría
1479,RRHH,Director de RRHH,4451,11,5,No,Bajo,3,Licenciatura
1480,Finanzas,Budget Analyst,7177,9,4,Sí,Medio,4,Maestría
1481,Soporte,Escalation Engineer,3889,6,2,Sí,Alto,4,Licenciatura
1482,TI,Cloud Architect,7676,10,3,Sí,Medio,5,Maestría
1483,Legal,IP Attorney,6795,3,1,Sí,Alto,2,Maestría
1484,RRHH,Employee Relations Manager,5557,19,3,No,Bajo,3,Licenciatura
1485,Operations,Supervisor de Operaciones,3554,4,3,No,Bajo,3,Licenciatura
1486,Ventas,Sales Representative,8422,10,3,Sí,Medio,3,Doctorado
1487,Ingeniería,Software Architect,8297,15,3,No,Bajo,4,Maestría
1488,Operations,Supply Chain Analyst,4041,13,1,No,Medio,5,Licenciatura
1489,Marketing,Content Strategist,5162,14,1,No,Medio,4,Licenciatura
1490,Finanzas,Revenue Analyst,3900,17,5,Sí,Medio,4,Sin título formal
1491,RRHH,Training Manager,4849,2,4,Sí,Medio,3,Maestría
1492,RRHH,Employee Relations Manager,3535,5,5,Sí,Medio,3,Secundaria
1493,Ventas,Sales Representative,4425,7,4,No,Bajo,4,Licenciatura
1494,Soporte,Técnico de Soporte,4167,12,4,Sí,Medio,4,Licenciatura
1495,Marketing,Social Media Manager,7116,15,2,Sí,Alto,4,Maestría
1496,RRHH,Compensation Analyst,6041,10,4,No,Bajo,4,Maestría
1497,Soporte,Technical Writer,6745,19,4,Sí,Medio,3,Maestría
1498,Soporte,Escalation Engineer,7204,20,5,No,Bajo,4,Maestría
1499,RRHH,Employee Relations Manager,3772,7,4,No,Bajo,3,Licenciatura
1500,Finanzas,Budget Analyst,5806,16,3,Sí,Medio,5,Licenciatura
