delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost
DEL-00198,Partner-C,Alimentos,Moto,Express,Occidente,Nublado,22.6,14.3,2.6,2.5,No,Completada,4.5,25.45
DEL-00199,Partner-B,Documentos,Moto,Estándar,Norte,Nublado,69.2,19.5,10.0,8.9,Yes,Retrasada,1.8,37.42
DEL-00200,Partner-B,Electrónica,Urbano,Express,Occidente,Soleado,34.8,12.3,3.7,3.2,Yes,Retrasada,1.3,29.32
DEL-00201,Partner-A,Alimentos,Camión,Estándar,Centro,Soleado,28.8,15.0,4.6,4.6,No,Completada,4.8,31.31
DEL-00202,Partner-D,Documentos,Moto,Estándar,Norte,Lluvioso,35.0,7.3,6.3,5.0,Yes,Retrasada,2.9,20.6
DEL-00203,Partner-A,Alimentos,Moto,Express,Norte,Soleado,4.9,7.4,1.1,1.2,No,Completada,4.9,7.85
DEL-00204,Partner-D,Alimentos,Bicicleta,Express,Occidente,Nublado,25.0,16.6,2.2,2.6,No,Completada,3.8,20.52
DEL-00205,Partner-A,Ropa,Moto,Estándar,Centro,Lluvioso,25.6,11.2,4.5,3.6,Yes,Retrasada,2.8,16.34
DEL-00206,Partner-C,Ropa,Urbano,Express,Sur,Soleado,70.0,0.7,6.8,6.2,Yes,Retrasada,3.4,26.04
DEL-00207,Partner-D,Documentos,Moto,Express,Sur,Lluvioso,37.7,1.4,4.4,3.8,Yes,Retrasada,3.2,17.8
DEL-00208,Partner-C,Ropa,Moto,Express,Sur,Nublado,61.8,1.7,7.1,5.5,Yes,Retrasada,1.7,29.83
DEL-00209,Partner-D,Documentos,Bicicleta,Estándar,Centro,Soleado,7.0,4.2,1.6,1.9,No,Completada,3.7,5.08
DEL-00210,Partner-D,Electrónica,Bicicleta,Express,Occidente,Lluvioso,35.6,17.1,4.4,3.2,Yes,Retrasada,1.5,26.16
DEL-00211,Partner-B,Electrónica,Urbano,Estándar,Occidente,Nublado,5.1,6.1,2.1,1.7,Yes,Completada,2.4,8.26
DEL-00212,Partner-A,Ropa,Moto,Express,Norte,Soleado,6.0,15.7,0.8,0.9,No,Completada,4.1,21.47
DEL-00213,Partner-A,Documentos,Moto,Express,Norte,Soleado,67.8,9.0,7.0,5.8,Yes,Retrasada,1.3,40.4
DEL-00214,Partner-A,Alimentos,Camión,Estándar,Occidente,Soleado,29.6,8.6,4.7,4.3,Yes,Completada,3.2,21.88
DEL-00215,Partner-E,Alimentos,Bicicleta,Estándar,Occidente,Nublado,36.7,1.9,6.0,5.2,Yes,Retrasada,2.6,12.39
DEL-00216,Partner-A,Ropa,Bicicleta,Estándar,Occidente,Lluvioso,68.6,10.1,8.7,9.0,No,Completada,4.8,23.51
DEL-00217,Partner-A,Ropa,Bicicleta,Express,Sur,Soleado,19.7,5.0,2.3,2.1,Yes,Retrasada,2.4,13.9
DEL-00218,Partner-D,Documentos,Urbano,Express,Sur,Nublado,24.9,14.8,3.0,2.5,Yes,Retrasada,3.4,27.05
DEL-00219,Partner-E,Alimentos,Camión,Estándar,Sur,Lluvioso,4.3,1.3,1.7,1.4,Yes,Retrasada,3.0,5.0
DEL-00220,Partner-B,Documentos,Moto,Express,Sur,Nublado,53.3,3.0,4.8,4.6,No,Completada,3.6,26.84
DEL-00221,Partner-D,Electrónica,Bicicleta,Estándar,Centro,Soleado,73.2,14.7,9.5,9.6,No,Completada,4.0,26.55
DEL-00222,Partner-E,Documentos,Urbano,Express,Occidente,Lluvioso,55.4,6.0,6.0,4.8,Yes,Completada,3.1,31.24
DEL-00223,Partner-E,Electrónica,Urbano,Estándar,Sur,Nublado,43.1,18.7,5.9,5.8,No,Completada,5.0,27.07
DEL-00224,Partner-A,Documentos,Camión,Express,Centro,Soleado,19.8,1.5,1.8,2.0,No,Completada,4.1,17.05
DEL-00225,Partner-B,Ropa,Camión,Estándar,Centro,Nublado,29.1,16.6,5.0,4.5,Yes,Completada,1.2,36.94
DEL-00226,Partner-C,Electrónica,Bicicleta,Estándar,Norte,Soleado,26.6,17.8,4.0,3.8,Yes,Retrasada,1.8,20.45
DEL-00227,Partner-D,Electrónica,Camión,Express,Occidente,Soleado,5.4,6.8,1.4,1.2,Yes,Retrasada,2.7,13.85
DEL-00228,Partner-A,Electrónica,Camión,Estándar,Sur,Soleado,28.0,8.7,5.0,4.1,Yes,Retrasada,1.2,22.49
DEL-00229,Partner-C,Electrónica,Camión,Express,Centro,Lluvioso,36.1,17.9,4.6,3.3,Yes,Completada,1.9,50.16
DEL-00230,Partner-C,Ropa,Camión,Estándar,Sur,Lluvioso,43.0,3.2,9.0,6.1,Yes,Completada,3.4,25.32
DEL-00231,Partner-E,Electrónica,Camión,Estándar,Occidente,Nublado,66.3,9.6,10.9,8.5,Yes,Retrasada,1.3,44.66
DEL-00232,Partner-B,Alimentos,Urbano,Express,Sur,Soleado,32.6,19.8,3.9,3.1,Yes,Retrasada,3.1,33.11
DEL-00233,Partner-A,Electrónica,Camión,Estándar,Centro,Lluvioso,39.7,18.4,9.0,5.3,Yes,Retrasada,2.0,38.98
DEL-00234,Partner-E,Electrónica,Moto,Express,Centro,Nublado,66.2,17.6,6.6,5.7,Yes,Completada,1.1,44.05
DEL-00235,Partner-B,Ropa,Moto,Estándar,Centro,Nublado,19.0,15.0,3.2,3.4,No,Completada,4.7,17.82
DEL-00236,Partner-C,Ropa,Moto,Express,Sur,Lluvioso,73.1,9.0,7.9,6.6,Yes,Retrasada,1.5,37.35
DEL-00237,Partner-D,Ropa,Bicicleta,Express,Sur,Soleado,24.4,10.2,2.7,2.3,Yes,Retrasada,1.4,18.21
DEL-00238,Partner-B,Electrónica,Urbano,Express,Occidente,Soleado,69.0,14.2,7.1,6.0,Yes,Completada,2.6,40.55
DEL-00239,Partner-A,Alimentos,Bicicleta,Estándar,Occidente,Soleado,72.1,9.6,10.2,9.5,Yes,Retrasada,2.9,23.34
DEL-00240,Partner-C,Electrónica,Camión,Express,Sur,Nublado,58.8,4.4,6.2,5.1,Yes,Retrasada,3.2,46.03
DEL-00241,Partner-A,Ropa,Urbano,Express,Norte,Soleado,20.1,16.1,2.6,2.1,Yes,Retrasada,2.1,25.22
DEL-00242,Partner-C,Ropa,Bicicleta,Express,Occidente,Lluvioso,51.3,16.5,5.4,4.6,Yes,Retrasada,2.4,28.17
DEL-00243,Partner-C,Documentos,Moto,Estándar,Norte,Lluvioso,74.1,12.9,13.4,10.0,Yes,Retrasada,1.5,34.17
DEL-00244,Partner-B,Electrónica,Camión,Estándar,Sur,Nublado,3.4,10.0,1.5,1.1,Yes,Retrasada,1.9,16.52
DEL-00245,Partner-E,Ropa,Bicicleta,Estándar,Sur,Nublado,65.9,3.8,9.0,8.5,Yes,Retrasada,3.4,20.26
DEL-00246,Partner-A,Alimentos,Bicicleta,Express,Centro,Lluvioso,59.4,6.8,6.3,5.2,Yes,Retrasada,2.2,20.53
DEL-00247,Partner-A,Ropa,Bicicleta,Estándar,Norte,Soleado,11.6,4.2,2.5,2.2,Yes,Completada,1.4,8.82
DEL-00248,Partner-B,Electrónica,Camión,Estándar,Sur,Lluvioso,48.1,0.3,10.6,6.5,Yes,Completada,3.0,25.46
DEL-00249,Partner-B,Ropa,Camión,Estándar,Occidente,Lluvioso,29.7,0.9,5.2,4.2,Yes,Retrasada,1.0,12.47
DEL-00250,Partner-B,Alimentos,Bicicleta,Estándar,Sur,Soleado,29.7,11.9,4.0,4.2,No,Completada,3.9,16.0
DEL-00251,Partner-E,Documentos,Camión,Express,Centro,Lluvioso,27.9,3.9,4.2,3.0,Yes,Retrasada,1.5,20.56
DEL-00252,Partner-E,Alimentos,Moto,Estándar,Norte,Lluvioso,65.9,5.3,12.2,8.8,Yes,Retrasada,2.6,22.15
DEL-00253,Partner-A,Ropa,Camión,Estándar,Norte,Nublado,20.1,14.1,3.5,3.1,Yes,Retrasada,2.7,25.85
DEL-00254,Partner-E,Alimentos,Camión,Express,Norte,Lluvioso,9.9,2.3,1.6,1.2,Yes,Retrasada,1.9,10.25
DEL-00255,Partner-B,Electrónica,Camión,Express,Occidente,Lluvioso,18.7,0.5,2.4,1.8,Yes,Retrasada,2.9,10.24
DEL-00256,Partner-A,Documentos,Urbano,Estándar,Centro,Lluvioso,35.6,2.2,5.3,4.9,Yes,Retrasada,2.1,11.25
DEL-00257,Partner-A,Electrónica,Urbano,Express,Centro,Lluvioso,67.2,19.1,7.6,5.8,Yes,Retrasada,1.5,46.88
DEL-00258,Partner-D,Documentos,Camión,Estándar,Occidente,Nublado,66.6,3.5,12.6,8.6,Yes,Retrasada,2.0,36.31
DEL-00259,Partner-E,Ropa,Urbano,Estándar,Centro,Nublado,3.6,13.8,1.5,1.5,No,Completada,4.9,10.91
DEL-00260,Partner-D,Ropa,Moto,Express,Centro,Nublado,24.6,14.2,3.0,2.6,Yes,Retrasada,3.4,27.05
DEL-00261,Partner-C,Electrónica,Camión,Express,Occidente,Lluvioso,50.3,12.9,7.4,4.4,Yes,Retrasada,2.6,48.65
DEL-00262,Partner-D,Ropa,Urbano,Express,Occidente,Lluvioso,19.2,19.4,2.5,1.9,Yes,Completada,3.0,26.22
DEL-00263,Partner-D,Ropa,Moto,Estándar,Occidente,Lluvioso,10.2,10.0,2.5,2.2,Yes,Retrasada,3.1,14.6
DEL-00264,Partner-E,Documentos,Urbano,Estándar,Centro,Lluvioso,62.2,16.4,11.9,8.6,Yes,Completada,2.8,32.32
DEL-00265,Partner-D,Electrónica,Moto,Express,Norte,Lluvioso,27.6,12.7,3.7,2.9,Yes,Retrasada,1.1,23.12
DEL-00266,Partner-B,Ropa,Moto,Estándar,Sur,Soleado,10.4,17.1,2.2,1.9,Yes,Retrasada,2.8,15.55
DEL-00267,Partner-D,Electrónica,Moto,Estándar,Occidente,Nublado,44.8,10.2,7.6,6.6,Yes,Completada,3.1,22.98
DEL-00268,Partner-E,Alimentos,Urbano,Express,Norte,Lluvioso,49.8,12.2,6.1,4.4,Yes,Retrasada,1.7,36.86
DEL-00269,Partner-C,Ropa,Urbano,Express,Occidente,Nublado,53.0,15.0,6.0,4.7,Yes,Retrasada,1.5,38.64
DEL-00270,Partner-C,Documentos,Urbano,Express,Centro,Nublado,10.0,7.2,1.5,1.3,Yes,Completada,2.7,15.65
DEL-00271,Partner-E,Documentos,Camión,Express,Norte,Soleado,29.5,1.3,3.4,2.7,Yes,Retrasada,2.7,18.31
DEL-00272,Partner-A,Documentos,Urbano,Express,Centro,Lluvioso,9.0,17.4,2.2,1.4,Yes,Completada,1.6,25.1
DEL-00273,Partner-C,Electrónica,Camión,Estándar,Occidente,Nublado,24.5,11.1,4.5,3.4,Yes,Completada,3.1,28.73
DEL-00274,Partner-C,Alimentos,Urbano,Estándar,Occidente,Soleado,73.8,1.7,11.4,10.0,Yes,Retrasada,1.9,24.5
DEL-00275,Partner-E,Documentos,Urbano,Express,Centro,Soleado,25.8,14.3,2.2,2.4,No,Completada,4.0,23.29
DEL-00276,Partner-E,Documentos,Camión,Estándar,Norte,Nublado,24.9,4.6,4.1,3.6,Yes,Completada,1.2,16.27
DEL-00277,Partner-B,Documentos,Bicicleta,Estándar,Centro,Soleado,71.3,12.4,10.1,9.4,Yes,Retrasada,1.3,22.34
DEL-00278,Partner-B,Alimentos,Moto,Estándar,Occidente,Soleado,29.9,10.9,5.2,4.3,Yes,Retrasada,2.3,19.25
DEL-00279,Partner-D,Electrónica,Bicicleta,Express,Centro,Nublado,7.6,2.1,1.5,1.4,Yes,Retrasada,2.7,7.02
DEL-00280,Partner-D,Electrónica,Urbano,Estándar,Norte,Nublado,51.9,0.7,6.4,7.2,No,Completada,3.8,15.89
DEL-00281,Partner-A,Alimentos,Bicicleta,Estándar,Occidente,Lluvioso,47.8,8.8,8.3,6.2,Yes,Retrasada,2.9,17.07
DEL-00282,Partner-A,Documentos,Moto,Estándar,Centro,Nublado,7.9,15.4,2.1,1.8,Yes,Completada,1.4,14.23
DEL-00283,Partner-D,Documentos,Urbano,Estándar,Centro,Soleado,42.2,11.2,4.9,5.7,No,Completada,4.4,23.38
DEL-00284,Partner-A,Documentos,Urbano,Estándar,Sur,Lluvioso,68.1,17.1,11.1,8.8,Yes,Retrasada,1.5,33.38
DEL-00285,Partner-E,Electrónica,Camión,Express,Centro,Nublado,6.5,2.1,1.2,1.2,No,Completada,4.5,5.78
DEL-00286,Partner-E,Electrónica,Urbano,Estándar,Occidente,Lluvioso,25.6,13.3,5.1,4.1,Yes,Retrasada,3.4,17.5
DEL-00287,Partner-C,Alimentos,Urbano,Estándar,Centro,Lluvioso,11.4,14.7,3.1,2.5,Yes,Retrasada,2.2,13.94
DEL-00288,Partner-E,Electrónica,Bicicleta,Express,Sur,Lluvioso,55.4,12.6,7.5,5.1,Yes,Completada,2.9,23.79
DEL-00289,Partner-A,Documentos,Camión,Express,Centro,Lluvioso,17.9,15.5,2.9,2.1,Yes,Completada,1.9,32.73
DEL-00290,Partner-B,Alimentos,Urbano,Estándar,Sur,Soleado,43.1,11.4,5.7,6.3,No,Completada,4.6,26.62
DEL-00291,Partner-A,Alimentos,Camión,Express,Norte,Lluvioso,28.7,1.0,4.2,2.7,Yes,Completada,3.2,16.63
DEL-00292,Partner-C,Electrónica,Bicicleta,Estándar,Sur,Lluvioso,49.5,7.4,8.6,6.9,Yes,Retrasada,2.3,15.01
DEL-00293,Partner-C,Ropa,Camión,Express,Sur,Lluvioso,13.7,1.7,2.1,1.7,Yes,Retrasada,2.7,11.57
DEL-00294,Partner-C,Electrónica,Camión,Estándar,Occidente,Soleado,44.9,13.0,6.0,6.2,No,Completada,4.4,34.75
DEL-00295,Partner-E,Electrónica,Urbano,Express,Sur,Lluvioso,69.3,10.4,9.2,6.0,Yes,Retrasada,3.4,37.36
DEL-00296,Partner-E,Ropa,Camión,Express,Sur,Lluvioso,45.7,15.9,5.4,4.4,Yes,Retrasada,3.3,53.71
DEL-00297,Partner-A,Alimentos,Camión,Estándar,Sur,Soleado,2.7,10.5,2.0,1.5,Yes,Retrasada,1.4,18.13
DEL-00298,Partner-E,Electrónica,Moto,Express,Occidente,Nublado,11.1,12.1,2.0,1.6,Yes,Completada,2.3,17.51
DEL-00299,Partner-A,Ropa,Urbano,Estándar,Occidente,Lluvioso,44.8,14.9,7.4,6.4,Yes,Retrasada,1.6,28.72
DEL-00300,Partner-A,Documentos,Camión,Estándar,Sur,Soleado,53.6,15.8,6.6,7.3,No,Completada,4.5,45.89
DEL-00301,Partner-C,Ropa,Bicicleta,Express,Sur,Lluvioso,49.4,5.2,5.0,4.7,Yes,Completada,2.9,18.16
DEL-00302,Partner-E,Ropa,Urbano,Estándar,Occidente,Lluvioso,74.2,11.6,10.9,9.9,Yes,Retrasada,2.9,32.67
DEL-00303,Partner-B,Electrónica,Urbano,Estándar,Centro,Nublado,46.6,13.8,7.0,6.1,Yes,Retrasada,3.1,26.32
DEL-00304,Partner-E,Ropa,Moto,Express,Centro,Soleado,28.8,12.3,3.7,3.0,Yes,Completada,2.5,25.67
DEL-00305,Partner-E,Electrónica,Urbano,Estándar,Occidente,Soleado,16.3,13.2,2.9,3.0,No,Completada,3.6,17.65
DEL-00306,Partner-E,Alimentos,Urbano,Express,Centro,Soleado,49.6,19.5,4.1,4.3,No,Completada,4.1,42.31
DEL-00307,Partner-D,Alimentos,Moto,Express,Norte,Nublado,22.4,16.6,3.2,2.5,Yes,Retrasada,1.6,30.74
DEL-00308,Partner-D,Ropa,Moto,Estándar,Sur,Lluvioso,38.7,11.3,5.9,5.5,Yes,Retrasada,3.2,24.34
DEL-00309,Partner-E,Documentos,Camión,Estándar,Occidente,Soleado,57.2,19.2,9.2,7.7,Yes,Retrasada,2.2,48.58
DEL-00310,Partner-D,Alimentos,Urbano,Estándar,Occidente,Lluvioso,39.5,0.4,6.0,5.8,No,Completada,4.5,15.92
DEL-00311,Partner-A,Alimentos,Camión,Estándar,Centro,Soleado,67.2,5.5,12.5,9.2,Yes,Completada,2.8,36.48
DEL-00312,Partner-B,Documentos,Urbano,Express,Sur,Soleado,63.0,7.2,5.1,5.7,No,Completada,3.6,36.75
DEL-00313,Partner-D,Electrónica,Moto,Estándar,Centro,Nublado,24.7,18.0,4.2,4.1,No,Completada,3.8,25.16
DEL-00314,Partner-E,Documentos,Camión,Express,Sur,Soleado,40.1,8.6,4.2,4.0,No,Completada,4.8,40.31
DEL-00315,Partner-D,Electrónica,Camión,Estándar,Norte,Soleado,51.0,7.7,8.7,6.7,Yes,Retrasada,2.4,31.85
DEL-00316,Partner-D,Documentos,Bicicleta,Express,Occidente,Lluvioso,17.0,14.1,2.0,1.8,Yes,Retrasada,3.4,17.71
DEL-00317,Partner-A,Documentos,Urbano,Estándar,Occidente,Soleado,12.2,19.2,2.5,2.1,Yes,Retrasada,2.1,17.96
DEL-00318,Partner-E,Documentos,Camión,Estándar,Centro,Nublado,64.6,1.1,8.6,8.3,No,Completada,4.8,29.06
DEL-00319,Partner-C,Documentos,Bicicleta,Estándar,Centro,Lluvioso,3.0,2.6,2.0,1.5,Yes,Retrasada,3.4,5.0
DEL-00320,Partner-C,Ropa,Camión,Express,Occidente,Nublado,22.6,12.7,2.5,2.2,Yes,Completada,3.1,31.53
DEL-00321,Partner-B,Documentos,Urbano,Estándar,Centro,Nublado,22.9,5.5,3.9,3.7,Yes,Retrasada,2.9,12.92
DEL-00322,Partner-D,Ropa,Urbano,Express,Norte,Soleado,55.0,13.3,5.9,5.2,Yes,Retrasada,1.5,36.06
DEL-00323,Partner-A,Electrónica,Camión,Express,Norte,Lluvioso,40.0,19.9,6.0,3.6,Yes,Completada,1.8,54.18
DEL-00324,Partner-C,Ropa,Urbano,Express,Sur,Soleado,4.1,7.3,1.3,1.1,Yes,Completada,3.4,10.98
DEL-00325,Partner-C,Ropa,Urbano,Express,Occidente,Nublado,56.5,17.6,5.7,5.0,Yes,Retrasada,2.2,39.93
DEL-00326,Partner-A,Ropa,Bicicleta,Estándar,Occidente,Lluvioso,12.9,0.4,2.7,2.4,Yes,Retrasada,2.7,5.0
DEL-00327,Partner-D,Documentos,Moto,Estándar,Centro,Nublado,18.5,0.3,3.4,3.0,Yes,Completada,1.6,8.79
DEL-00328,Partner-D,Ropa,Urbano,Estándar,Norte,Lluvioso,47.5,10.4,9.8,6.8,Yes,Retrasada,1.7,25.77
DEL-00329,Partner-C,Ropa,Urbano,Express,Sur,Soleado,22.8,12.8,2.3,2.4,No,Completada,4.4,21.52
DEL-00330,Partner-A,Alimentos,Moto,Express,Sur,Soleado,22.2,2.7,2.0,2.3,No,Completada,3.6,9.57
DEL-00331,Partner-B,Documentos,Camión,Estándar,Occidente,Lluvioso,35.6,15.9,6.8,5.0,Yes,Completada,1.2,36.39
DEL-00332,Partner-B,Documentos,Camión,Express,Norte,Nublado,19.8,15.5,2.5,2.1,Yes,Retrasada,2.3,40.64
DEL-00333,Partner-D,Ropa,Bicicleta,Estándar,Sur,Nublado,55.0,14.9,6.8,7.5,No,Completada,4.0,18.26
DEL-00334,Partner-B,Electrónica,Urbano,Estándar,Centro,Soleado,13.8,5.7,2.6,2.2,Yes,Retrasada,3.4,10.77
DEL-00335,Partner-D,Alimentos,Bicicleta,Express,Sur,Soleado,38.2,13.8,4.0,3.5,Yes,Retrasada,1.1,22.99
DEL-00336,Partner-E,Electrónica,Urbano,Estándar,Sur,Lluvioso,73.7,15.8,13.6,9.9,Yes,Retrasada,1.1,35.39
DEL-00337,Partner-B,Documentos,Moto,Estándar,Occidente,Nublado,23.2,14.0,3.4,3.4,No,Completada,4.6,18.09
DEL-00338,Partner-E,Alimentos,Moto,Express,Occidente,Lluvioso,61.7,10.9,7.7,5.5,Yes,Retrasada,3.2,37.74
DEL-00339,Partner-C,Alimentos,Bicicleta,Express,Occidente,Soleado,40.0,10.1,3.5,3.8,No,Completada,4.5,17.05
DEL-00340,Partner-E,Electrónica,Moto,Express,Sur,Soleado,16.4,9.8,1.8,1.7,Yes,Completada,2.6,18.27
DEL-00341,Partner-E,Documentos,Moto,Estándar,Sur,Nublado,54.3,0.5,10.0,7.7,Yes,Retrasada,2.2,19.16
DEL-00342,Partner-C,Ropa,Bicicleta,Express,Centro,Nublado,4.5,1.6,0.8,0.8,No,Completada,4.6,5.0
DEL-00343,Partner-B,Alimentos,Urbano,Express,Occidente,Nublado,9.3,12.8,1.4,1.2,Yes,Retrasada,1.4,16.2
DEL-00344,Partner-D,Documentos,Urbano,Estándar,Centro,Lluvioso,41.9,19.9,8.2,6.1,Yes,Retrasada,2.5,30.43
DEL-00345,Partner-B,Ropa,Bicicleta,Estándar,Occidente,Lluvioso,72.0,0.2,8.4,9.2,No,Completada,4.8,13.28
DEL-00346,Partner-B,Alimentos,Bicicleta,Express,Centro,Nublado,39.1,11.5,3.1,3.7,No,Completada,3.9,23.27
DEL-00347,Partner-B,Alimentos,Bicicleta,Estándar,Norte,Nublado,30.9,18.4,4.5,4.7,No,Completada,4.7,19.62
DEL-00348,Partner-E,Electrónica,Bicicleta,Express,Occidente,Soleado,58.8,18.5,5.2,5.2,No,Completada,4.9,28.36
DEL-00349,Partner-B,Electrónica,Camión,Express,Centro,Nublado,4.5,10.9,0.7,0.7,No,Completada,4.6,20.39
DEL-00350,Partner-D,Electrónica,Urbano,Estándar,Centro,Lluvioso,12.4,6.9,3.3,2.3,Yes,Retrasada,1.2,10.75
DEL-00351,Partner-B,Alimentos,Camión,Express,Occidente,Lluvioso,49.4,4.1,5.7,4.6,Yes,Completada,1.8,39.76
DEL-00352,Partner-A,Electrónica,Camión,Estándar,Centro,Lluvioso,15.5,7.0,3.9,2.8,Yes,Completada,2.6,16.46
DEL-00353,Partner-B,Alimentos,Bicicleta,Express,Norte,Soleado,55.9,5.0,5.3,5.1,No,Completada,3.9,19.3
DEL-00354,Partner-A,Documentos,Camión,Estándar,Norte,Lluvioso,16.9,10.9,3.8,2.7,Yes,Retrasada,2.7,23.36
DEL-00355,Partner-D,Electrónica,Bicicleta,Express,Norte,Lluvioso,16.3,14.0,1.8,1.7,Yes,Retrasada,2.7,19.03
DEL-00356,Partner-C,Electrónica,Moto,Estándar,Occidente,Soleado,73.5,10.3,11.9,9.8,Yes,Completada,3.2,32.01
DEL-00357,Partner-B,Alimentos,Camión,Express,Norte,Soleado,69.3,6.2,5.9,6.1,No,Completada,4.5,50.7
DEL-00358,Partner-C,Alimentos,Bicicleta,Express,Centro,Lluvioso,66.9,16.3,5.9,5.7,No,Completada,4.8,32.73
DEL-00359,Partner-A,Ropa,Urbano,Estándar,Sur,Nublado,12.7,19.4,3.0,2.7,Yes,Retrasada,2.6,21.4
DEL-00360,Partner-B,Alimentos,Bicicleta,Express,Occidente,Soleado,49.7,11.4,4.0,4.4,No,Completada,4.6,21.16
DEL-00361,Partner-B,Electrónica,Bicicleta,Estándar,Occidente,Lluvioso,34.1,18.7,7.4,5.2,Yes,Retrasada,1.3,15.82
DEL-00362,Partner-E,Documentos,Urbano,Express,Sur,Nublado,3.4,1.8,1.2,1.0,Yes,Completada,2.8,5.0
DEL-00363,Partner-D,Ropa,Camión,Express,Sur,Soleado,18.1,8.3,3.1,2.2,Yes,Retrasada,2.9,28.45
DEL-00364,Partner-B,Electrónica,Urbano,Estándar,Occidente,Nublado,25.4,9.3,3.3,3.7,No,Completada,4.6,15.72
DEL-00365,Partner-C,Ropa,Moto,Express,Occidente,Lluvioso,62.3,1.0,7.3,5.8,Yes,Retrasada,2.4,26.95
DEL-00366,Partner-A,Alimentos,Bicicleta,Estándar,Occidente,Lluvioso,58.4,5.9,10.0,7.6,Yes,Retrasada,2.2,18.09
DEL-00367,Partner-A,Electrónica,Urbano,Express,Occidente,Lluvioso,25.3,0.7,4.3,2.6,Yes,Completada,1.2,10.86
DEL-00368,Partner-B,Electrónica,Moto,Express,Occidente,Nublado,28.2,10.6,3.1,2.7,Yes,Retrasada,1.9,22.69
DEL-00369,Partner-B,Documentos,Urbano,Express,Sur,Soleado,58.0,1.2,5.8,5.1,Yes,Completada,1.7,23.13
DEL-00370,Partner-B,Alimentos,Moto,Estándar,Norte,Lluvioso,38.1,10.1,7.5,5.6,Yes,Retrasada,2.5,20.84
DEL-00371,Partner-D,Ropa,Moto,Express,Sur,Nublado,21.9,12.6,2.4,2.5,No,Completada,3.6,22.09
DEL-00372,Partner-B,Electrónica,Bicicleta,Estándar,Norte,Soleado,9.5,19.9,1.8,1.8,No,Completada,4.5,15.14
DEL-00373,Partner-E,Alimentos,Camión,Estándar,Norte,Soleado,58.0,6.6,10.6,8.1,Yes,Retrasada,1.7,32.96
DEL-00374,Partner-C,Documentos,Camión,Express,Sur,Nublado,5.8,11.5,1.7,1.3,Yes,Retrasada,2.1,25.27
DEL-00375,Partner-C,Documentos,Urbano,Estándar,Occidente,Lluvioso,60.9,17.7,8.8,8.0,Yes,Retrasada,1.1,34.81
DEL-00376,Partner-A,Alimentos,Camión,Estándar,Norte,Lluvioso,27.2,16.2,5.4,3.9,Yes,Retrasada,1.8,33.23
DEL-00377,Partner-C,Electrónica,Moto,Estándar,Centro,Lluvioso,54.7,12.4,8.0,7.1,Yes,Retrasada,3.3,27.68
DEL-00378,Partner-D,Electrónica,Urbano,Estándar,Sur,Nublado,35.4,17.3,6.6,5.4,Yes,Retrasada,3.1,24.56
DEL-00379,Partner-C,Electrónica,Urbano,Estándar,Centro,Soleado,72.8,5.8,11.6,9.3,Yes,Retrasada,2.4,27.21
DEL-00380,Partner-E,Electrónica,Bicicleta,Estándar,Norte,Lluvioso,31.9,10.0,5.2,4.5,Yes,Retrasada,1.4,12.92
DEL-00381,Partner-A,Alimentos,Moto,Estándar,Norte,Lluvioso,68.0,3.3,13.3,8.9,Yes,Retrasada,2.9,22.04
DEL-00382,Partner-A,Alimentos,Urbano,Express,Occidente,Lluvioso,54.0,10.5,7.1,4.6,Yes,Retrasada,1.8,36.2
DEL-00383,Partner-A,Documentos,Moto,Estándar,Sur,Lluvioso,16.2,5.9,4.2,2.8,Yes,Retrasada,1.4,9.5
DEL-00384,Partner-A,Electrónica,Urbano,Estándar,Centro,Lluvioso,11.9,14.1,2.2,2.1,No,Completada,4.4,15.22
DEL-00385,Partner-D,Electrónica,Urbano,Express,Occidente,Nublado,5.2,7.8,0.9,0.8,Yes,Completada,2.5,10.33
DEL-00386,Partner-B,Electrónica,Camión,Express,Norte,Nublado,35.9,9.2,3.9,3.5,Yes,Retrasada,1.4,39.62
DEL-00387,Partner-C,Documentos,Camión,Express,Centro,Lluvioso,34.8,0.8,4.0,3.3,Yes,Retrasada,2.5,20.5
DEL-00388,Partner-A,Ropa,Moto,Estándar,Norte,Lluvioso,40.7,8.1,7.8,5.7,Yes,Completada,2.0,19.07
DEL-00389,Partner-E,Ropa,Camión,Estándar,Sur,Soleado,50.2,1.7,8.3,7.2,Yes,Completada,1.8,23.31
DEL-00390,Partner-D,Alimentos,Bicicleta,Estándar,Norte,Nublado,9.5,16.3,2.4,2.2,Yes,Retrasada,1.5,10.1
DEL-00391,Partner-E,Electrónica,Urbano,Express,Occidente,Nublado,22.9,12.4,2.9,2.4,Yes,Retrasada,2.4,26.22
DEL-00392,Partner-C,Ropa,Bicicleta,Express,Norte,Nublado,74.0,8.2,6.3,6.3,No,Completada,3.6,29.1
DEL-00393,Partner-C,Electrónica,Bicicleta,Express,Sur,Lluvioso,53.1,8.0,5.5,4.7,Yes,Retrasada,2.2,19.64
DEL-00394,Partner-D,Documentos,Camión,Express,Centro,Nublado,10.7,0.4,1.9,1.5,Yes,Retrasada,1.2,9.38
DEL-00395,Partner-D,Ropa,Camión,Express,Occidente,Nublado,32.7,16.4,3.0,3.1,No,Completada,4.2,47.83
