Age,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
20,Sales,10,3,3,Male,4,2,2,6500,3,Yes,17,4,1,0,14,6,4,0,0,0,0,Yes
52,Research & Development,20,1,1,Female,4,2,2,8320,0,No,11,3,4,2,17,2,3,16,13,15,9,No
45,Human Resources,24,4,4,Female,2,1,1,7650,2,Yes,20,3,3,3,22,3,3,14,11,14,2,No
50,Sales,13,5,4,Male,1,3,1,11030,3,No,19,3,3,3,14,2,3,24,23,11,2,No
52,Research & Development,8,3,4,Male,3,1,2,11640,2,No,22,3,2,0,36,2,3,5,5,3,2,No
18,Sales,11,1,2,Male,3,1,3,4130,0,No,22,3,4,0,19,4,3,0,0,0,0,No
31,Research & Development,23,3,3,Male,4,3,3,7720,1,No,11,3,4,3,1,4,3,13,10,5,11,No
25,Research & Development,18,4,3,Male,2,3,4,10550,2,No,23,1,4,2,15,2,4,0,0,0,0,No
32,Sales,9,3,3,Male,4,3,4,14230,3,No,15,3,3,0,30,4,3,5,1,5,2,No
31,Research & Development,8,4,2,Male,4,4,2,14210,2,No,25,3,1,1,15,3,2,3,0,2,3,No
55,Sales,25,2,2,Female,3,4,4,20000,2,Yes,24,3,4,2,35,2,4,21,10,2,6,No
34,Human Resources,29,3,3,Male,4,1,1,5380,3,Yes,20,3,2,0,24,3,3,11,10,7,4,No
23,Sales,4,2,4,Male,3,3,2,10130,0,No,22,1,1,0,15,2,3,3,0,1,0,Yes
52,Sales,16,5,1,Male,2,1,1,3090,1,No,21,3,3,3,0,3,3,29,3,1,19,No
45,Research & Development,10,2,4,Female,3,2,4,7190,1,No,11,3,2,3,4,2,3,22,6,0,12,No
39,Research & Development,21,3,2,Female,3,4,1,16420,2,Yes,12,3,2,1,30,0,3,8,5,2,0,No
33,Research & Development,7,4,3,Male,4,2,1,10040,2,No,23,3,2,0,23,2,3,3,0,0,0,No
30,Research & Development,8,3,2,Male,4,1,2,7420,1,No,20,3,4,2,21,1,3,8,6,4,4,No
29,Research & Development,9,3,3,Male,2,1,4,4130,9,Yes,20,3,3,1,15,2,3,10,10,5,2,No
39,Research & Development,23,2,2,Female,3,2,4,10620,1,No,18,3,2,2,32,1,4,13,4,1,4,No
33,Sales,13,4,3,Male,4,3,4,14990,8,No,25,3,3,0,35,3,3,13,2,12,10,No
36,Sales,7,4,3,Female,3,3,2,10960,2,Yes,14,3,4,2,26,5,4,17,7,10,8,No
53,Sales,11,3,3,Female,1,3,2,14660,3,No,21,3,3,1,34,4,2,6,2,6,1,No
59,Research & Development,7,3,1,Male,3,1,1,6120,0,No,25,3,4,3,17,3,3,30,30,0,17,No
54,Research & Development,7,2,4,Female,3,1,3,6450,6,No,23,3,3,2,37,7,3,24,22,9,11,No
26,Sales,24,5,4,Male,4,1,2,8170,4,No,20,3,4,0,26,3,3,4,4,3,0,No
19,Human Resources,14,3,3,Male,2,1,1,4800,2,Yes,14,3,3,0,15,3,3,0,0,0,0,Yes
44,Research & Development,27,3,4,Female,2,3,2,10360,6,No,25,3,1,0,4,4,3,6,0,0,2,No
18,Sales,10,3,3,Female,2,1,4,8330,4,No,22,4,1,1,26,4,4,0,0,0,0,No
27,Sales,4,5,4,Male,4,5,2,15400,1,Yes,25,2,2,0,3,3,3,1,1,0,0,Yes
38,Sales,26,3,4,Female,3,1,4,1690,6,Yes,25,3,4,2,8,2,3,0,0,0,0,Yes
26,Sales,27,3,4,Male,2,2,3,10440,5,No,11,4,3,1,31,2,4,3,0,1,0,No
57,Research & Development,4,3,2,Female,4,1,3,5590,0,No,12,2,3,0,21,2,2,38,27,5,24,No
38,Sales,6,4,3,Male,2,1,2,9670,3,No,15,4,3,1,39,2,3,11,6,6,9,No
56,Human Resources,8,5,1,Male,4,3,2,13950,3,No,12,4,2,0,32,2,2,11,7,10,11,No
43,Research & Development,12,1,2,Male,1,1,2,7220,10,No,11,2,2,3,24,3,4,13,13,2,4,No
24,Research & Development,29,1,4,Female,3,2,1,5400,2,No,24,3,3,1,0,3,2,4,0,0,2,Yes
29,Research & Development,6,3,2,Male,3,4,3,11910,2,No,25,3,1,0,2,3,3,7,1,3,5,No
33,Research & Development,12,3,4,Female,3,2,3,5570,3,Yes,20,3,3,0,0,4,3,3,2,3,0,Yes
19,Human Resources,28,1,4,Male,2,4,4,15670,1,Yes,23,3,4,2,32,4,2,1,1,1,1,No
58,Research & Development,5,3,2,Female,3,5,2,16130,2,No,14,3,4,1,1,3,3,35,7,4,6,No
33,Research & Development,27,4,3,Male,4,3,4,13180,8,No,20,3,2,2,34,4,2,0,0,0,0,No
21,Research & Development,23,2,4,Male,4,2,2,9060,5,No,16,3,2,1,17,2,4,0,0,0,0,No
53,Research & Development,3,2,4,Male,3,3,3,14840,1,No,19,3,2,1,25,2,3,31,11,10,0,No
27,Sales,29,2,2,Male,3,2,2,12620,1,Yes,25,3,2,3,38,1,3,5,3,2,4,No
18,Research & Development,6,2,2,Male,4,1,3,3140,4,No,14,3,2,3,5,2,3,0,0,0,0,Yes
26,Sales,20,3,2,Female,3,1,1,1000,3,No,14,3,4,0,5,2,3,2,0,1,2,No
18,Sales,13,2,1,Male,1,1,4,1000,4,No,12,3,4,2,0,1,1,0,0,0,0,No
31,Research & Development,12,3,3,Male,3,1,3,3870,1,No,22,3,1,0,21,2,4,4,3,0,4,No
55,Research & Development,20,4,1,Male,3,2,4,13670,1,No,15,2,3,1,29,5,3,4,2,2,3,No
33,Sales,15,1,3,Female,4,2,3,10380,5,Yes,21,2,3,1,26,3,3,11,2,10,7,No
28,Research & Development,18,1,3,Male,3,2,1,9870,5,Yes,21,2,1,0,30,3,3,7,0,6,7,No
26,Sales,5,2,3,Male,3,1,1,10230,6,No,11,3,3,1,31,1,3,2,2,1,0,No
33,Research & Development,19,4,3,Female,4,3,1,12790,1,No,21,3,3,3,24,3,2,15,8,3,15,No
49,Research & Development,14,2,1,Female,4,4,1,15490,0,No,24,3,1,0,22,1,3,18,5,13,14,No
27,Sales,16,2,2,Female,2,4,2,14990,9,No,13,3,4,0,30,6,3,7,4,6,2,No
36,Research & Development,23,3,1,Male,3,2,4,8500,4,No,18,3,3,3,7,1,3,13,12,2,12,No
38,Human Resources,23,1,3,Female,2,4,4,10300,0,No,24,3,4,2,0,1,4,9,7,7,8,No
18,Human Resources,10,5,4,Female,3,4,2,16940,7,No,23,3,3,0,39,3,2,0,0,0,0,No
21,Sales,19,3,2,Male,4,2,3,12180,3,No,25,3,2,0,33,2,1,0,0,0,0,No
21,Sales,29,4,3,Male,4,1,4,6870,5,No,22,3,4,0,28,3,3,1,1,1,0,No
56,Research & Development,10,4,4,Male,1,5,4,20000,2,No,24,2,4,0,39,2,4,36,13,11,3,No
18,Human Resources,3,2,2,Male,3,3,3,13750,5,No,15,2,4,0,33,3,3,0,0,0,0,No
40,Sales,13,3,3,Male,2,2,3,9390,4,Yes,19,3,3,1,22,3,2,19,0,3,12,No
46,Sales,4,3,4,Male,1,5,3,20000,1,No,17,4,1,3,33,3,3,6,3,5,0,No
51,Research & Development,14,2,3,Male,4,2,3,7470,5,Yes,14,3,3,1,2,3,4,21,17,6,11,No
22,Research & Development,19,2,2,Female,3,1,4,3890,10,No,25,3,4,0,10,2,3,0,0,0,0,No
39,Sales,18,4,4,Male,3,4,1,15940,7,Yes,21,2,3,0,29,1,4,13,9,8,12,No
58,Sales,12,4,3,Male,2,2,4,6820,3,No,18,1,3,2,0,3,3,30,4,0,20,No
48,Research & Development,26,3,3,Female,3,1,3,5680,2,No,13,3,3,1,24,1,4,1,0,1,0,No
35,Research & Development,5,2,3,Male,4,5,2,20000,4,No,20,3,3,1,39,4,4,13,1,10,9,No
40,Research & Development,25,3,4,Male,1,3,3,12700,3,Yes,14,3,2,0,23,1,4,9,2,6,5,No
29,Research & Development,5,4,3,Female,2,3,1,9400,0,No,11,3,2,0,7,2,4,9,1,1,5,Yes
27,Research & Development,14,1,3,Male,3,3,2,10540,1,No,25,3,3,1,13,2,3,8,3,5,7,Yes
36,Sales,19,3,3,Female,3,5,3,16810,8,No,16,3,2,2,9,0,3,15,4,13,13,No
34,Research & Development,28,4,4,Female,3,1,1,7420,6,No,12,3,3,0,25,3,2,12,12,0,5,No
39,Research & Development,9,2,1,Female,3,3,3,12410,7,No,25,3,2,3,13,2,4,6,6,0,0,No
56,Research & Development,19,2,3,Male,3,4,2,17240,6,No,21,3,3,3,21,3,3,21,17,5,19,No
21,Research & Development,9,4,3,Male,2,3,2,12090,3,No,24,3,4,0,8,3,3,0,0,0,0,No
34,Research & Development,25,3,1,Male,3,1,4,4940,10,Yes,13,3,3,0,15,0,3,15,6,14,9,Yes
25,Research & Development,24,2,3,Female,3,2,4,7330,4,No,23,2,4,1,6,3,3,2,2,2,2,No
40,Research & Development,1,1,3,Female,3,1,4,7180,1,Yes,12,3,3,1,32,0,3,6,3,5,3,No
38,Human Resources,6,2,4,Female,4,2,3,9090,3,No,16,3,2,1,8,2,3,15,14,4,13,No
30,Sales,18,3,3,Male,1,1,3,5630,8,Yes,24,3,4,2,21,3,3,9,1,2,9,No
23,Sales,18,3,1,Male,4,2,1,5950,7,No,16,2,3,0,17,3,3,4,3,4,3,No
27,Research & Development,19,2,1,Female,2,3,1,5570,3,No,14,2,2,1,1,2,3,5,1,1,1,No
31,Research & Development,27,2,3,Male,4,1,4,4420,4,Yes,14,2,2,0,24,3,3,4,4,3,2,No
38,Human Resources,16,4,3,Female,3,2,4,6490,9,No,15,3,4,1,3,3,3,15,6,11,9,No
39,Sales,24,1,2,Male,3,2,4,6850,2,No,24,3,3,0,12,4,3,7,5,6,2,No
37,Sales,17,2,2,Female,4,2,3,10210,0,No,15,3,2,2,26,4,3,6,5,6,5,No
45,Human Resources,20,3,4,Male,1,3,2,13840,6,No,18,3,3,1,25,3,4,0,0,0,0,No
30,Research & Development,19,1,3,Male,3,4,4,13000,4,Yes,19,3,2,1,0,2,4,1,1,0,1,No
20,Sales,22,2,3,Male,4,1,1,7190,4,No,24,3,4,0,29,3,4,2,2,2,0,No
30,Research & Development,3,4,3,Male,2,3,3,13040,2,No,16,3,2,1,16,1,3,10,6,2,10,No
41,Sales,16,2,2,Female,3,2,4,6970,1,No,16,4,4,2,5,3,3,2,1,2,1,No
20,Research & Development,25,3,3,Male,2,2,2,9450,1,Yes,15,3,4,2,30,2,3,2,2,0,1,No
45,Sales,1,3,3,Male,3,2,1,10270,4,No,22,3,2,1,27,2,4,7,5,1,6,No
57,Research & Development,27,3,1,Female,4,3,2,11320,1,No,19,4,4,0,14,4,3,35,33,1,19,No
36,Human Resources,21,2,1,Female,2,2,1,6330,4,No,20,3,2,0,8,3,4,14,6,7,2,No
36,Research & Development,21,2,4,Male,3,3,2,10510,7,No,11,4,1,0,10,3,3,15,3,3,10,No
25,Research & Development,22,5,3,Male,3,2,1,11230,3,No,12,3,4,0,39,1,2,7,3,2,2,No
38,Sales,15,2,3,Female,2,1,1,7830,3,No,15,1,3,0,38,3,4,2,1,0,0,No
29,Sales,1,2,3,Female,3,3,3,10040,0,Yes,21,4,3,3,10,3,3,7,6,0,3,No
31,Research & Development,9,3,3,Female,2,1,3,3730,1,No,24,3,1,0,15,4,3,7,2,1,0,No
33,Sales,9,3,1,Male,2,1,3,4070,3,No,23,3,1,1,12,3,2,12,8,1,11,No
54,Sales,22,3,1,Female,3,1,2,6970,0,No,22,3,2,1,30,1,1,22,4,2,8,No
48,Research & Development,1,3,3,Male,3,3,3,15300,4,No,15,3,2,1,33,2,4,28,24,2,19,No
56,Sales,16,2,2,Male,4,3,2,14120,3,Yes,12,3,3,0,32,3,4,27,7,11,12,Yes
42,Research & Development,25,3,2,Male,3,1,1,4250,3,No,15,3,2,3,10,3,3,20,9,12,2,No
31,Research & Development,24,2,2,Female,2,2,3,8670,5,Yes,15,3,3,0,14,1,3,8,6,3,6,No
42,Research & Development,11,3,4,Male,3,2,1,9610,2,No,22,4,1,0,14,3,3,20,7,12,7,No
27,Sales,25,5,4,Male,3,1,4,4670,2,No,18,3,1,0,24,3,3,9,1,1,8,No
35,Research & Development,16,2,2,Male,2,3,3,13310,8,No,20,3,3,2,33,3,4,16,8,15,9,No
26,Sales,4,3,1,Male,3,2,2,4590,3,Yes,17,3,3,3,0,2,3,5,3,1,0,Yes
56,Sales,15,5,2,Male,4,3,3,13760,0,No,22,3,2,3,32,1,3,13,8,13,11,No
28,Sales,23,1,4,Female,1,1,4,3290,2,No,15,3,1,0,12,2,2,3,0,3,2,No
20,Research & Development,10,3,4,Male,3,3,3,10830,2,No,24,3,2,1,15,3,4,2,0,0,1,No
38,Sales,25,5,2,Male,2,4,3,17080,1,No,22,4,3,2,16,4,4,5,0,5,1,No
25,Research & Development,23,3,2,Male,3,1,2,1330,5,Yes,21,3,2,0,3,3,1,7,6,5,0,Yes
55,Human Resources,18,3,3,Female,1,5,3,17330,7,No,12,3,3,3,21,3,4,5,3,3,4,No
57,Sales,16,2,3,Male,3,1,3,4670,5,No,17,3,2,0,10,3,4,17,3,7,1,No
37,Research & Development,29,1,4,Male,3,2,1,5420,5,No,15,3,2,3,1,1,3,11,0,11,9,No
23,Sales,4,3,3,Female,4,2,2,10600,4,No,15,2,3,0,34,3,2,1,1,0,1,No
58,Human Resources,20,1,4,Male,4,3,4,15240,0,No,22,3,2,0,36,3,2,11,3,7,6,No
45,Research & Development,20,2,2,Male,2,2,3,5120,0,Yes,15,3,4,0,1,4,4,25,25,9,4,Yes
29,Sales,17,4,2,Male,4,3,3,12430,1,Yes,23,3,3,3,33,2,4,4,0,4,3,No
29,Research & Development,10,2,3,Male,3,1,2,7480,0,Yes,25,3,4,1,22,1,4,8,8,5,4,No
54,Sales,14,4,3,Female,2,1,3,8240,6,No,19,3,2,0,35,3,1,21,8,4,17,No
35,Sales,10,4,3,Male,3,5,2,20000,4,No,20,3,1,2,29,3,4,0,0,0,0,No
23,Human Resources,1,5,2,Male,3,5,4,19300,3,No,21,3,2,1,20,0,3,4,4,3,0,No
36,Research & Development,9,3,3,Male,2,1,4,6840,4,No,23,3,3,0,17,2,4,10,6,6,9,No
34,Sales,29,2,3,Male,4,2,1,6000,2,No,22,3,1,0,3,6,3,7,5,7,6,Yes
37,Sales,17,5,1,Male,3,2,2,8290,1,No,11,3,4,2,12,2,3,0,0,0,0,Yes
42,Research & Development,20,2,4,Female,2,3,3,9730,3,No,17,4,4,1,22,3,4,1,0,1,1,No
45,Human Resources,7,2,3,Male,3,2,3,9190,2,No,22,3,1,0,9,1,3,21,13,2,15,No
25,Sales,29,3,2,Male,3,2,3,3820,7,No,23,4,3,0,2,3,4,7,7,4,7,No
36,Research & Development,21,2,2,Male,3,3,4,11870,3,No,15,3,4,0,15,3,3,17,15,9,0,No
40,Research & Development,3,2,3,Male,2,2,2,6290,1,No,16,2,3,2,2,3,3,1,1,1,1,No
36,Sales,24,2,2,Female,4,3,2,10170,1,No,15,4,4,0,26,2,1,0,0,0,0,No
21,Sales,24,2,2,Female,3,4,1,14620,4,No,19,3,3,0,20,7,2,0,0,0,0,Yes
35,Human Resources,13,3,2,Male,3,5,3,20000,5,No,20,3,1,2,37,2,3,12,8,2,11,No
56,Research & Development,19,3,3,Female,2,1,2,5990,1,No,19,3,2,1,18,4,3,30,21,7,19,No
22,Human Resources,9,1,1,Female,3,2,2,9300,2,No,24,3,3,0,29,3,3,1,1,1,1,No
36,Research & Development,4,1,4,Female,2,3,3,13070,3,Yes,14,3,1,3,26,2,4,15,15,9,3,Yes
41,Sales,3,3,2,Male,3,1,4,7640,9,No,12,3,1,0,39,5,4,11,10,2,11,No
57,Research & Development,2,4,3,Female,3,5,4,16370,9,No,14,3,2,1,7,2,3,39,11,6,34,No
32,Sales,10,3,4,Male,4,3,3,10810,10,No,12,2,2,0,16,1,3,13,2,4,2,No
33,Research & Development,25,4,4,Female,2,1,2,1000,3,Yes,12,2,1,2,5,1,2,11,5,3,0,Yes
21,Sales,26,2,1,Male,2,3,4,11320,4,No,25,3,3,0,20,2,3,3,1,2,2,No
55,Sales,4,2,4,Female,3,2,1,12030,2,Yes,20,3,3,0,26,6,4,24,20,12,22,Yes
51,Sales,21,2,3,Male,3,2,1,8400,6,No,11,2,1,2,22,5,3,24,19,12,4,No
23,Research & Development,24,1,2,Male,3,3,4,9020,8,No,21,2,2,1,3,3,2,0,0,0,0,No
35,Human Resources,18,2,3,Male,4,3,4,8580,1,No,25,3,2,2,2,2,4,0,0,0,0,Yes
36,Sales,18,1,4,Female,2,2,2,10210,2,No,21,3,4,2,38,5,1,18,0,8,2,No
50,Research & Development,11,3,4,Male,1,4,2,19800,6,No,25,2,3,1,32,5,3,24,11,13,22,No
21,Sales,14,3,4,Male,3,4,4,17760,6,No,14,3,1,0,37,2,4,0,0,0,0,No
25,Sales,25,4,2,Female,3,5,2,15070,1,Yes,14,3,2,0,7,2,4,0,0,0,0,Yes
23,Sales,24,3,2,Male,3,3,1,14770,5,No,22,3,2,1,33,2,3,5,3,2,3,No
28,Research & Development,12,4,4,Male,2,4,3,12720,1,No,17,1,4,1,9,2,3,6,4,4,2,No
44,Research & Development,21,3,1,Female,2,4,2,12940,9,No,25,3,4,1,9,1,3,6,0,3,2,No
39,Research & Development,20,3,4,Female,3,2,2,10720,2,No,23,2,3,3,24,3,4,5,3,3,2,No
49,Research & Development,14,2,2,Female,3,2,3,13030,5,No,20,4,3,1,38,2,4,0,0,0,0,No
50,Sales,27,2,4,Male,2,1,3,5110,2,No,20,3,2,0,8,3,4,13,4,12,10,No
51,Research & Development,25,2,3,Male,2,3,3,11420,0,Yes,16,3,4,1,4,4,3,14,7,11,3,No
43,Research & Development,24,3,4,Male,2,4,2,16590,4,No,18,2,4,1,17,5,4,12,10,11,2,No
37,Sales,20,3,1,Female,3,4,2,13180,3,No,24,3,4,0,2,1,2,11,5,11,10,No
19,Research & Development,22,3,2,Male,2,4,2,13430,2,Yes,12,3,3,1,17,2,3,1,0,1,1,No
56,Human Resources,17,1,3,Male,2,3,2,12090,0,No,19,3,2,2,27,5,3,11,8,10,3,No
54,Sales,16,2,3,Male,3,3,1,13860,0,No,18,3,2,2,13,3,3,27,17,15,21,No
27,Sales,24,1,3,Female,4,1,2,8080,8,Yes,12,3,2,0,29,3,4,0,0,0,0,No
47,Research & Development,15,4,4,Female,2,3,4,12090,4,No,15,3,2,3,29,5,3,8,1,3,5,No
52,Sales,11,4,2,Male,3,1,4,7730,3,No,25,3,1,2,37,4,4,31,19,15,23,No
43,Research & Development,2,2,4,Male,4,3,1,9830,1,Yes,23,3,3,2,19,2,3,14,1,4,6,No
49,Sales,22,3,3,Female,3,5,1,17810,2,No,11,3,1,2,31,5,3,25,1,3,14,No
24,Research & Development,1,1,2,Female,3,1,1,2000,5,No,16,3,4,0,2,3,3,4,1,4,2,No
41,Sales,19,4,2,Male,3,3,2,12060,4,No,18,3,3,3,23,4,4,22,16,13,1,Yes
52,Sales,18,2,4,Female,2,2,1,9830,1,Yes,21,3,1,1,19,1,3,14,6,6,13,No
44,Research & Development,15,4,4,Female,2,5,1,16430,5,No,24,3,3,3,14,4,4,13,13,5,8,No
50,Research & Development,6,5,2,Female,3,1,3,8240,6,No,23,3,4,0,32,4,3,27,18,3,2,No
22,Research & Development,9,3,2,Female,4,1,1,8450,3,No,21,3,4,2,39,4,3,2,1,1,2,No
31,Human Resources,6,3,4,Male,4,1,1,5340,5,No,11,3,4,0,13,2,3,8,0,5,2,No
55,Sales,7,3,4,Male,3,1,3,5720,2,No,16,2,3,0,1,5,3,33,15,6,15,No
24,Sales,4,2,2,Male,3,1,3,8330,7,No,19,3,4,0,36,0,3,5,3,3,0,No
18,Research & Development,16,3,3,Female,3,1,1,6220,1,No,14,3,3,1,19,1,3,0,0,0,0,No
42,Research & Development,28,2,2,Male,3,2,1,12050,4,No,14,3,4,2,38,3,3,8,0,7,0,No
56,Sales,15,3,1,Male,4,3,1,13700,2,No,22,3,3,0,17,1,4,15,2,7,12,No
28,Human Resources,13,4,1,Male,3,5,1,20000,5,No,24,3,3,0,38,2,4,5,4,1,4,No
44,Sales,12,3,4,Male,2,2,4,9640,2,Yes,25,3,2,0,10,3,3,25,24,2,4,No
54,Sales,11,3,4,Male,3,3,4,10260,2,No,19,3,1,3,5,4,3,12,0,5,6,No
34,Sales,23,3,2,Female,2,4,3,12690,4,No,17,3,3,1,7,4,3,12,7,7,10,No
35,Sales,8,2,4,Female,3,3,3,10840,4,No,25,3,1,2,15,0,3,8,6,7,5,No
39,Human Resources,4,4,2,Male,3,1,2,5030,7,No,18,3,4,1,22,2,4,9,2,7,0,No
41,Research & Development,27,3,4,Female,3,1,1,5600,3,No,20,3,2,1,18,3,3,10,7,2,8,No
36,Research & Development,17,2,4,Female,3,3,3,11960,1,No,12,3,2,1,27,2,3,5,5,5,3,No
44,Sales,26,3,1,Female,3,2,2,10680,4,No,22,3,2,1,26,1,3,14,9,2,14,No
21,Research & Development,15,4,4,Male,3,2,1,4940,6,No,20,4,3,0,12,1,2,1,0,0,0,No
35,Sales,13,1,3,Female,1,4,4,17680,4,No,16,3,3,0,39,2,2,10,7,8,6,No
33,Research & Development,16,4,1,Female,4,2,3,4790,6,No,13,3,4,0,6,1,3,0,0,0,0,No
27,Human Resources,17,4,2,Female,3,5,4,19770,2,No,11,3,4,3,35,3,4,8,6,0,2,No
22,Sales,16,1,4,Female,3,2,2,11240,2,Yes,15,3,3,0,30,3,4,1,1,0,0,No
54,Research & Development,12,4,2,Female,3,3,2,12830,2,No,19,3,4,1,32,0,1,20,2,1,5,No
27,Human Resources,22,2,3,Female,2,4,2,11990,2,Yes,18,3,3,1,4,1,4,6,3,1,6,Yes
24,Research & Development,12,2,3,Male,2,1,1,9400,7,No,13,3,4,0,34,5,4,1,0,1,1,No
59,Research & Development,1,3,4,Female,3,5,1,15110,1,No,12,3,3,0,6,3,3,6,2,0,5,No
48,Research & Development,22,2,3,Male,3,1,4,10390,1,No,19,3,2,2,36,2,1,8,3,7,5,No
58,Human Resources,12,5,4,Male,4,4,3,20000,0,No,23,4,4,1,29,2,4,19,5,9,17,No
44,Sales,6,3,2,Male,4,1,1,8520,2,No,18,4,4,1,28,2,4,13,11,12,7,No
30,Research & Development,21,4,4,Female,3,2,3,10010,7,No,20,2,4,2,19,2,3,10,10,0,2,No
32,Sales,9,5,3,Female,2,2,4,6940,9,No,15,3,3,0,4,2,3,3,3,3,1,No
26,Human Resources,5,3,3,Female,2,3,2,7880,4,Yes,22,4,4,1,3,5,3,2,1,0,0,Yes
29,Research & Development,13,2,1,Male,4,2,4,8880,0,Yes,13,2,2,3,14,2,3,8,4,7,4,Yes
59,Research & Development,25,2,3,Male,3,3,3,15630,0,No,16,3,1,0,27,4,2,19,14,7,12,Yes
27,Research & Development,20,3,3,Female,3,2,4,9740,2,No,11,3,2,1,31,2,4,5,2,2,5,No
57,Sales,16,3,3,Female,3,2,2,10650,7,No,13,3,2,3,36,2,1,20,6,5,11,No
32,Research & Development,11,3,2,Female,3,4,2,14570,8,Yes,13,3,3,2,13,1,4,6,2,0,6,No
54,Sales,18,3,3,Male,2,1,1,5180,8,No,23,2,4,0,1,3,2,22,10,15,1,No
58,Human Resources,23,1,2,Female,4,3,4,10750,2,Yes,20,3,2,2,5,1,3,2,1,2,0,No
40,Human Resources,29,1,3,Male,3,3,2,14910,5,Yes,23,3,3,0,31,4,3,15,3,12,13,No
58,Human Resources,21,2,2,Male,4,2,3,12070,1,No,17,3,4,2,27,2,2,0,0,0,0,No
56,Sales,18,3,3,Male,3,3,2,14710,0,Yes,25,3,4,0,32,0,4,2,0,0,0,No
24,Research & Development,28,1,2,Male,4,2,3,6250,3,Yes,18,3,4,0,7,2,3,4,0,3,4,Yes
40,Research & Development,14,5,1,Male,1,3,2,7830,2,No,22,3,3,0,2,0,4,22,15,5,0,No
36,Research & Development,15,2,2,Male,3,1,3,8460,5,No,16,2,3,0,25,3,4,16,11,3,8,No
23,Research & Development,9,3,2,Male,3,2,3,6170,3,Yes,21,3,4,3,5,2,3,0,0,0,0,No
43,Sales,7,5,2,Female,3,4,3,12970,1,No,22,1,1,0,22,2,4,6,1,6,3,Yes
42,Sales,16,3,3,Male,2,2,2,7010,3,No,21,1,1,0,3,1,3,9,5,5,0,Yes
55,Sales,2,3,3,Male,3,4,4,14540,4,No,23,3,2,1,8,2,2,13,0,3,12,No
19,Research & Development,1,3,2,Male,3,3,2,13640,0,No,19,3,1,3,36,5,3,1,1,1,0,No
40,Research & Development,4,3,4,Male,3,2,2,9260,2,Yes,12,2,1,0,18,0,3,14,7,13,13,No
20,Research & Development,27,2,4,Female,2,4,4,12590,0,Yes,19,3,1,1,7,4,3,0,0,0,0,No
49,Research & Development,21,3,3,Male,2,1,1,4060,2,No,15,3,4,3,19,2,1,10,4,8,2,No
47,Sales,8,3,2,Male,4,4,4,13470,8,Yes,17,2,3,1,7,5,4,19,7,13,0,Yes
23,Sales,28,3,4,Male,2,3,3,10390,1,No,11,4,4,2,9,4,4,3,1,2,0,No
51,Research & Development,4,2,4,Female,3,2,4,10700,2,Yes,19,3,2,1,28,4,3,19,9,14,1,No
35,Sales,26,1,4,Male,2,3,3,13070,3,Yes,20,3,2,2,24,2,3,4,3,2,3,No
31,Sales,28,5,3,Male,3,3,4,13550,3,No,15,3,3,2,25,3,4,4,0,1,3,No
19,Research & Development,8,2,4,Male,2,1,3,3430,0,No,23,4,2,2,2,1,4,1,1,1,1,No
36,Sales,1,1,3,Female,3,3,4,11570,2,No,11,3,3,0,16,3,3,7,6,1,0,No
47,Research & Development,1,4,3,Female,3,1,2,1390,4,No,12,3,2,3,2,2,2,29,28,2,14,No
35,Human Resources,20,1,4,Male,2,5,4,20000,2,No,13,3,2,0,33,2,3,13,11,5,5,No
48,Human Resources,25,3,4,Female,3,4,4,13440,5,No,20,3,3,0,25,6,3,12,11,1,11,No
31,Human Resources,19,4,4,Female,2,2,3,10690,1,No,24,3,4,2,33,2,3,10,3,9,2,No
53,Research & Development,15,3,2,Male,4,1,3,2960,6,No,24,3,3,1,2,2,3,35,6,15,14,No
42,Research & Development,5,2,2,Female,3,1,4,9940,5,No,11,3,4,1,38,2,2,9,5,5,7,No
33,Sales,9,3,3,Female,2,2,2,4890,9,No,11,2,2,1,3,2,3,5,3,0,0,No
21,Sales,3,4,3,Male,4,2,3,4530,6,No,24,3,3,0,5,4,1,1,0,1,1,No
53,Sales,28,3,1,Female,2,1,3,7630,3,No,20,4,4,3,15,3,3,23,10,13,2,No
26,Research & Development,29,2,3,Female,3,5,4,17150,1,No,19,3,3,2,1,1,3,1,1,0,1,No
57,Human Resources,19,1,4,Male,1,1,2,5670,4,Yes,13,3,2,0,21,1,4,9,6,7,1,No
57,Sales,19,2,4,Female,3,4,2,17370,1,No,25,3,4,0,27,4,4,27,16,3,27,No
32,Sales,8,1,2,Female,3,2,2,6260,0,No,18,3,3,2,3,4,4,11,2,7,8,No
27,Research & Development,1,4,2,Male,2,1,2,5560,7,No,20,3,1,0,20,3,2,0,0,0,0,No
55,Research & Development,19,5,3,Male,3,4,3,14140,4,No,21,3,3,2,4,3,3,9,4,7,4,No
47,Human Resources,1,2,3,Male,3,5,2,17940,3,Yes,16,3,3,2,10,2,1,0,0,0,0,Yes
50,Sales,23,2,4,Female,4,3,3,13660,1,No,18,3,4,0,30,3,3,12,1,2,10,No
